78,18,479.16,238.26,295.91,165.65,1,-1,-1,-1
79,19,1108.77,10.65,198.93,413.51,1,-1,-1,-1
79,20,507.24,288.45,282.98,172.38,1,-1,-1,-1
79,18,480.90,240.44,296.57,166.02,1,-1,-1,-1
80,19,1107.62,14.99,192.03,429.29,1,-1,-1,-1
80,20,519.78,291.81,282.75,166.89,1,-1,-1,-1
80,18,500.84,277.03,311.23,182.30,1,-1,-1,-1
81,19,1144.05,8.66,173.45,432.45,1,-1,-1,-1
81,20,528.48,302.84,277.59,163.85,1,-1,-1,-1
81,18,523.35,282.75,305.96,173.68,1,-1,-1,-1
82,18,549.84,274.62,296.42,169.78,1,-1,-1,-1
82,20,563.00,271.34,294.81,182.68,1,-1,-1,-1
82,19,1146.50,12.24,175.60,437.81,1,-1,-1,-1
83,20,574.32,276.83,293.65,181.97,1,-1,-1,-1
83,19,1149.02,15.96,177.73,443.11,1,-1,-1,-1
83,18,556.17,278.34,297.12,170.19,1,-1,-1,-1
84,20,585.48,282.24,292.48,181.24,1,-1,-1,-1
84,19,1151.62,19.82,179.83,448.35,1,-1,-1,-1
84,18,562.42,282.01,297.83,170.59,1,-1,-1,-1
85,20,596.48,287.57,291.31,180.52,1,-1,-1,-1
85,19,1154.30,23.83,181.90,453.53,1,-1,-1,-1
85,18,568.60,285.64,298.53,170.99,1,-1,-1,-1
86,20,607.32,292.83,290.14,179.79,1,-1,-1,-1
86,18,574.70,289.22,299.23,171.39,1,-1,-1,-1
91,29,854.74,347.35,163.90,64.67,1,-1,-1,-1
91,27,755.32,409.38,285.54,181.68,1,-1,-1,-1
91,25,47.93,387.35,472.53,350.81,1,-1,-1,-1
92,31,665.91,402.55,109.57,124.94,1,-1,-1,-1
92,29,881.44,359.11,161.59,68.05,1,-1,-1,-1
92,25,63.91,420.85,511.16,305.81,1,-1,-1,-1
92,27,773.51,429.76,275.22,175.11,1,-1,-1,-1
93,33,83.12,329.40,169.04,155.71,1,-1,-1,-1
93,31,705.65,415.87,114.12,124.89,1,-1,-1,-1
93,25,73.21,455.17,578.52,271.45,1,-1,-1,-1
93,29,889.72,365.93,167.16,70.39,1,-1,-1,-1
93,27,791.87,450.24,264.50,168.29,1,-1,-1,-1
94,33,142.94,328.89,165.41,151.38,1,-1,-1,-1
94,31,742.04,424.99,109.97,119.15,1,-1,-1,-1
94,25,91.78,471.18,627.03,257.95,1,-1,-1,-1
94,29,897.80,372.57,172.56,72.66,1,-1,-1,-1
94,27,874.13,454.75,332.96,216.00,1,-1,-1,-1
95,33,183.27,329.93,161.26,147.75,1,-1,-1,-1
95,31,768.72,433.47,113.08,122.90,1,-1,-1,-1
95,25,122.46,476.69,667.40,243.11,1,-1,-1,-1
95,29,905.69,379.05,177.79,74.87,1,-1,-1,-1
95,27,901.63,458.83,340.88,227.49,1,-1,-1,-1
96,36,1048.83,430.34,178.51,93.90,1,-1,-1,-1
96,35,610.94,440.60,82.39,28.42,1,-1,-1,-1
96,33,243.89,326.94,140.27,140.84,1,-1,-1,-1
96,31,810.63,449.93,112.99,124.81,1,-1,-1,-1
96,27,957.56,478.44,332.48,226.37,1,-1,-1,-1
96,29,913.38,385.37,182.87,77.01,1,-1,-1,-1
96,25,146.88,496.30,668.13,243.38,1,-1,-1,-1
97,33,291.67,328.63,118.90,135.32,1,-1,-1,-1
97,31,824.31,454.41,112.69,125.70,1,-1,-1,-1
97,27,881.99,442.32,322.81,220.81,1,-1,-1,-1
97,36,844.63,282.84,184.80,97.21,1,-1,-1,-1
97,35,640.17,442.95,81.76,28.20,1,-1,-1,-1
97,25,170.04,514.91,668.86,243.65,1,-1,-1,-1
98,33,293.46,324.38,116.70,135.89,1,-1,-1,-1
98,36,946.20,357.12,190.88,100.41,1,-1,-1,-1
98,35,671.64,445.48,81.13,27.98,1,-1,-1,-1
98,31,869.09,467.77,113.72,126.85,1,-1,-1,-1
98,27,911.88,457.03,325.37,222.56,1,-1,-1,-1
98,25,254.18,474.93,925.01,267.99,1,-1,-1,-1
99,42,16.02,-7.78,325.48,744.54,1,-1,-1,-1
99,33,326.11,315.77,109.88,132.33,1,-1,-1,-1
99,36,957.50,365.91,196.77,103.51,1,-1,-1,-1
99,35,705.63,448.20,80.49,27.76,1,-1,-1,-1
99,31,922.83,483.90,114.74,127.99,1,-1,-1,-1
99,27,775.61,407.36,378.89,241.04,1,-1,-1,-1
99,25,226.37,453.06,820.76,252.88,1,-1,-1,-1
100,42,23.93,-20.12,361.63,746.54,1,-1,-1,-1
100,33,337.95,307.07,105.43,130.97,1,-1,-1,-1
100,25,224.58,450.16,758.47,247.40,1,-1,-1,-1
100,36,960.30,368.51,202.49,106.52,1,-1,-1,-1
100,35,742.45,451.15,79.84,27.54,1,-1,-1,-1
100,31,988.48,503.70,115.76,129.12,1,-1,-1,-1
100,27,813.35,439.99,412.93,253.37,1,-1,-1,-1
101,42,20.71,-16.98,398.14,747.17,1,-1,-1,-1
101,27,887.56,467.29,385.71,251.70,1,-1,-1,-1
101,33,363.36,305.83,104.33,129.60,1,-1,-1,-1
101,31,1070.46,528.53,116.76,130.24,1,-1,-1,-1
101,25,243.86,457.34,762.98,248.87,1,-1,-1,-1
